Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	532836	5205	2519495	40900	5627	90721	4099	2891107	0.01597409774663675
red	1	207776	2018	1526862	34160	2481	67592	3077	1484397	0.02188309966163193
