Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	1774475	17953	3868482	83959	18234	411989	18239	4120275	0.021242315824575243
red	1	1040427	10362	3130186	81373	10537	269063	11679	2699596	0.02533753855993304
red	2	716151	7171	1639779	31149	7590	144072	6461	2001825	0.018641736807331017
red	3	1115365	11315	2035004	57423	7070	81070	3622	2427093	0.02744325130578032
