Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
blue	0	143204	1555	16745	58	41	2450	77	243294	0.0034517645658513362
blue	1	146879	1524	2132	6	3	250	10	288981	0.002806361085126286
