Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename
green	1	7.33E+05	7942.2	1.17E+06	4586.7	3289.6	6.26E+05	27725	9.38E+06	0.0039116	GB21_L4_HPG_light_chain_4
