Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
green	0	420735	4426	1702636	19498	3558	140791	6195	3966088	0.011321999333385208
blue	0	47242	512	99731	2018	214	3063	134	291921	0.019833118753009856
