Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	108912	1067	8838	34	1	206	11	1723097	0.003832281334535618
blue	0	29996	306	347	0	0	37	2	124124	0.0
blue	1	17079	165	699	2	0	34	2	77326	0.0028530670470756064
blue	2	19248	188	523	4	0	32	2	201059	0.007590132827324478
blue	3	13115	129	1329	7	1	46	2	119241	0.005239520958083832
