Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	9235	89	84494	50362	72	5265	233	511693	0.37345019873049773
green	0	56407	589	571286	569036	389	38009	1515	1804153	0.49901343655563957
