Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename
red	1	1.30E+07	1.40E+05	1.46E+07	56473	1.71E+05	4.56E+06	2.05E+05	1.88E+07	0.0038582	GB21_L4_HPG_light_chain_5
