Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	511199	5141	2521562	37158	6379	175232	7834	1882874	0.0145221048024012
red	1	641756	6392	2531163	62061	7519	141648	6267	2533341	0.023931985821510213
