Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	63274	619	1237295	23947	802	67757	2865	1078671	0.018986839956170187
green	0	63274	619	1237295	23947	802	67757	2865	1078671	0.018986839956170187
blue	0	8525	95	96731	2052	53	7926	349	127222	0.020772805037303988
