Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	20046	184	317587	199064	132	9599	393	531856	0.3852968444849618
red	1	11134	111	170144	76483	83	10067	441	244791	0.3101160862354892
red	2	11949	129	215916	114365	93	6453	280	323980	0.3462657555233271
red	3	17294	157	255915	184637	150	9106	348	454423	0.41910376073653055
red	4	24832	245	334596	270464	152	9582	420	776311	0.4470036029484679
