Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	83664	942	51109	512	623	9201	308	5763574	0.009918444044090584
red	1	250821	2776	138423	1533	1279	18716	716	5087349	0.010953442510503302
red	2	73796	849	27580	471	336	4080	141	3601678	0.016790845246158783
red	3	145662	1534	121759	1161	2049	16158	611	4106490	0.00944516758867556
