Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	1275044	12841	684689	6522	709	48053	2135	7098571	0.009435613727212095
red	1	270272	2694	456159	2462	162	17458	726	4426993	0.00536826704402982
green	0	2267500	22887	1667724	12684	2046	209316	9132	11672618	0.00754816687375923
blue	0	152168	1737	27279	111	3	447	17	350273	0.0040525739320920046
blue	1	139886	1451	17851	71	16	9926	413	243883	0.003961611427296061
