Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	900925	9116	2383366	46720	8267	227106	9778	2221473	0.0192256570343601
red	1	713287	7413	1929669	34526	8491	160118	7207	1608508	0.01757768449670221
red	2	476849	4737	2843649	40458	4958	146153	6445	2015628	0.014027912279260096
red	3	599450	5894	2363510	26414	4449	118928	5426	2651313	0.011052234296990197
red	4	316294	3170	1168517	17400	2141	54363	2361	1337398	0.014672190380945716
