Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	247238	2434	705595	12198	1516	61869	2797	1038077	0.016993757253135653
red	1	295872	2985	1029837	19472	2515	91896	4115	1342113	0.018556974161090777
