Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename
red	1	1.04E+07	1.12E+05	0	55198	1.56E+05	2.66E+06	1.19E+05	1.82E+07	1	GB21_L4_HPG_light_chain_1
