Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	23866	233	72312	16118	293	4929	219	288095	0.1822684609295488
red	1	7606	76	36298	22752	63	3351	140	267982	0.3853005927180356
red	2	7615	88	45090	28682	93	2666	131	393602	0.3887924957978637
red	3	5502	54	32769	19024	41	2560	115	287067	0.3673083235186222
red	4	9368	84	49192	52569	60	3580	138	587420	0.5165928007782943
green	0	34035	363	392786	227519	290	17779	784	1000840	0.36678569413433715
