Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	7692870	81630	769335	2901	1309	133310	5906	11880832	0.0037566236228303265
red	1	5421421	57308	589241	2198	1380	159254	6941	9780419	0.0037163595907608394
blue	0	553515	5935	88941	359	150	10528	443	1048372	0.004020156774916014
blue	1	985215	10570	94778	355	263	17104	777	1516020	0.0037316178402867564
blue	2	1851684	19650	1753653	12111	20884	256457	11370	2832207	0.006858787471032369
