Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	445216	4394	3147699	34011	4000	181901	8154	3066075	0.010689534872757101
red	1	168518	1763	2081706	28019	1787	62170	2733	1875633	0.01328087783952885
red	2	417695	4013	2980311	60569	4354	215819	9617	2891613	0.019918247349451475
red	3	205678	2025	1245376	17452	1405	51832	2227	1767593	0.013819775931480772
