Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C
red	0	182894	1866	961479	40447	2716	72033	3223	910029	0.040369248826759664
red	1	282330	2895	594561	54924	3347	76242	3454	996626	0.08456546340562138
