Group	ROI	12C	13C	14N_12C	15N_12C	31P	32S	34S	SE	Ratio_15N_12Cx14N_12C	filename
red	1	2.09E+06	22258	4.15E+06	16420	25425	7.77E+05	34706	5.18E+06	0.0039419	GB21_L4_HPG_light_chain_2
